Model,Attribution Method,Layer,Metric,Upscale Method,Value
VGG11,_DeepLiftShap,features.19,recall,ERFUpsampling,0.0756722018122673
VGG11,_DeepLiftShap,features.19,precision,SimpleUpsampling,0.071991741657257
VGG11,_DeepLiftShap,features.19,recall,SimpleUpsampling,0.8388447761535645
VGG11,_DeepLiftShap,features.19,precision,ERFUpsampling,0.0325005799531936
VGG11,_DeepLiftShap,features.19,recall,ERFUpsampling,0.0470906756818294
VGG11,_DeepLiftShap,features.19,precision,SimpleUpsampling,0.1197578758001327
VGG11,_DeepLiftShap,features.19,recall,SimpleUpsampling,0.7820152640342712
VGG11,_DeepLiftShap,features.19,precision,ERFUpsampling,0.0764438062906265
VGG11,_DeepLiftShap,features.19,recall,ERFUpsampling,0.0370564088225364
VGG11,_DeepLiftShap,features.19,precision,SimpleUpsampling,0.4233900904655456
VGG11,_DeepLiftShap,features.19,recall,SimpleUpsampling,0.4051099717617035
VGG11,_DeepLiftShap,features.19,precision,ERFUpsampling,0.1503244787454605
VGG11,_DeepLiftShap,features.19,recall,ERFUpsampling,0.0435615256428718
VGG11,_DeepLiftShap,features.19,precision,SimpleUpsampling,0.0505095943808555
VGG11,_DeepLiftShap,features.19,recall,SimpleUpsampling,0.620741605758667
VGG11,_DeepLiftShap,features.19,precision,ERFUpsampling,0.0372398421168327
VGG11,_DeepLiftShap,features.19,recall,ERFUpsampling,0.0549312569200992
VGG11,_DeepLiftShap,features.19,precision,SimpleUpsampling,0.0623674169182777
VGG11,_DeepLiftShap,features.19,recall,SimpleUpsampling,0.4129582941532135
VGG11,_DeepLiftShap,features.19,precision,ERFUpsampling,0.0419215150177478
VGG11,_DeepLiftShap,features.19,recall,ERFUpsampling,0.0521203875541687
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.1911039501428604
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.5692553520202637
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.1077678501605987
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.070469357073307
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.0659353211522102
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.671147346496582
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0319590233266353
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.028340769931674
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.2470681965351104
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.7067474722862244
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.193427637219429
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0515067130327224
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.294072151184082
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.4639878273010254
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.189721405506134
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0653397589921951
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.027273841202259
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.7984297871589661
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.027872921898961
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0634972751140594
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.0889992862939834
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.3643786311149597
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0499637685716152
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0339973457157611
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.095479592680931
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.7407317757606506
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0791290551424026
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0559379421174526
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.0703515782952308
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.5711812376976013
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0465074889361858
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.03898137062788
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.3529549539089203
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.5825562477111816
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.1850406229496002
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0384191423654556
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.0456905104219913
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.5043135285377502
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0269075464457273
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0447899177670478
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.3284780979156494
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.3536015450954437
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.2509866952896118
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.053610909730196
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.0351853147149086
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.5727940797805786
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0237726680934429
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0247946474701166
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.2053007036447525
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.4706166088581085
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0985255315899849
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0664723962545394
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.1682112067937851
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.6466853618621826
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0990747585892677
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0390694066882133
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.3336828052997589
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.3250773251056671
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.1559410691261291
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0279093775898218
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.1654641181230545
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.6648563146591187
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.1686564087867736
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0904131978750228
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.148401603102684
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.5173979997634888
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.1161585748195648
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0487982481718063
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.0485720932483673
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.3344271779060364
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0272185280919075
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0338238589465618
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.3805951774120331
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.4971459805965423
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.1902331709861755
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0468318089842796
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.0708069056272506
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.2884844243526459
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0773845314979553
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0360103212296962
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.1621278375387191
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.7072403430938721
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0641043931245803
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0424538552761077
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.2153988629579544
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.4276273548603058
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0914900600910186
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0308734662830829
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.3894384503364563
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.6084332466125488
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.3288845121860504
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0726215168833732
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.0983147621154785
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.7416328191757202
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0460329465568065
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.057816457003355
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.0783879980444908
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.786673367023468
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0313951298594474
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0295715145766735
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.4104921221733093
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.5388517379760742
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.1726225018501281
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0382406674325466
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.1202476993203163
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.4165023565292358
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.1056658029556274
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.042116392403841
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.3335541784763336
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.3107913136482239
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.1970639079809188
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0364979058504104
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.2183413058519363
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.3576557040214538
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.2429980039596557
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0804573893547058
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.3627411723136902
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.6307367086410522
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.177528902888298
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0372018069028854
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.3225357830524444
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.3999330103397369
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.1825716495513916
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0419028475880622
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.0481791608035564
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.7935850620269775
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0349366180598735
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0329194143414497
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.1022030785679817
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.3962319493293762
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0451216623187065
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0417904295027256
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.2593739330768585
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.7069892883300781
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.1660413146018982
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0449881590902805
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.1050043627619743
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.4746829271316528
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0744581893086433
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0305475555360317
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.0577015839517116
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.7092432975769043
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0370078720152378
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0530680492520332
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.361865758895874
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.6870635151863098
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.236870065331459
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0391370430588722
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.0915324687957763
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.5643894076347351
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0732030123472213
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.043025467544794
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.1793160885572433
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.6290572285652161
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.1201630011200904
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.038248348981142
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.0723427012562751
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.2333172112703323
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0442051589488983
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0164228044450283
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.282821774482727
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.467166006565094
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.1725409030914306
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0362336710095405
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.248733714222908
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.4525527358055115
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.144193559885025
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0404500737786293
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.0819951742887497
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.5835049748420715
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0629560053348541
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0470799356698989
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.0980323553085327
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.6710184216499329
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0460178665816783
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0546724237501621
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.2894546389579773
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.3643526434898376
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.1745050102472305
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0599529184401035
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.0472894869744777
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.515304684638977
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0361762046813964
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0336346104741096
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.0563384965062141
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.1906624287366867
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0350079797208309
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0213352832943201
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.4384753108024597
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.3310587108135223
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.1985144019126892
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0183683913201093
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.2324767559766769
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.5410652160644531
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.1411558091640472
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0519598685204982
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.1541684418916702
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.5739209651947021
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.1643122881650924
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0910229980945587
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.1365707665681839
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.5221512317657471
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.1132790669798851
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0637332499027252
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.2580779194831848
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.5566778182983398
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.2232584655284881
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0639425590634346
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.4022051095962524
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.3291047811508178
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.173684075474739
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.024013178423047
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.3080239593982696
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.514285147190094
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.1557354778051376
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0501178875565528
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.069814458489418
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.2494209557771682
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0506200827658176
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0354465432465076
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.2109260261058807
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.290765106678009
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.1921415776014328
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0707089453935623
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.0352190360426902
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.4593991637229919
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.026064321398735
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0450437702238559
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.1013849675655365
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.5998049378395081
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.1694304794073104
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0953587740659713
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.113147996366024
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.6692763566970825
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0792289823293685
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.068476490676403
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.074858009815216
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.7904297113418579
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0356833115220069
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0416801162064075
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.1138956770300865
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.6514449715614319
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0798820778727531
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0323104560375213
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.3453601598739624
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.5402209758758545
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.1960217207670211
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0410278066992759
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.0501539036631584
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.675842821598053
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0390232764184474
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0480221584439277
VGG11,_DeepLiftShap,features.20,precision,SimpleUpsampling,0.0561782531440258
VGG11,_DeepLiftShap,features.20,recall,SimpleUpsampling,0.3126578032970428
VGG11,_DeepLiftShap,features.20,precision,ERFUpsampling,0.0431092865765094
VGG11,_DeepLiftShap,features.20,recall,ERFUpsampling,0.0396888926625251
VGG11,_GradCAMPlusPlus,features.10,precision,SimpleUpsampling,0.040531888604164124
VGG11,_GradCAMPlusPlus,features.10,recall,SimpleUpsampling,0.10579019039869308
VGG11,_GradCAMPlusPlus,features.10,precision,ERFUpsampling,0.044735874980688095
VGG11,_GradCAMPlusPlus,features.10,recall,ERFUpsampling,0.038071323186159134
VGG11,_GradCAMPlusPlus,features.10,precision,SimpleUpsampling,0.10430458933115005
VGG11,_GradCAMPlusPlus,features.10,recall,SimpleUpsampling,0.24612531065940857
VGG11,_GradCAMPlusPlus,features.10,precision,ERFUpsampling,0.12501323223114014
VGG11,_GradCAMPlusPlus,features.10,recall,ERFUpsampling,0.11993952840566635
VGG11,_GradCAMPlusPlus,features.10,precision,SimpleUpsampling,0.04460684210062027
VGG11,_GradCAMPlusPlus,features.10,recall,SimpleUpsampling,0.13135336339473724
VGG11,_GradCAMPlusPlus,features.10,precision,ERFUpsampling,0.03995390981435776
VGG11,_GradCAMPlusPlus,features.10,recall,ERFUpsampling,0.037626005709171295
VGG11,_GradCAMPlusPlus,features.10,precision,SimpleUpsampling,0.12493748217821121
VGG11,_GradCAMPlusPlus,features.10,recall,SimpleUpsampling,0.23180106282234192
VGG11,_GradCAMPlusPlus,features.10,precision,ERFUpsampling,0.10200892388820648
VGG11,_GradCAMPlusPlus,features.10,recall,ERFUpsampling,0.07730009406805038
VGG11,_GradCAMPlusPlus,features.10,precision,SimpleUpsampling,0.04461314156651497
VGG11,_GradCAMPlusPlus,features.10,recall,SimpleUpsampling,0.07771730422973633
VGG11,_GradCAMPlusPlus,features.10,precision,ERFUpsampling,0.03134813904762268
VGG11,_GradCAMPlusPlus,features.10,recall,ERFUpsampling,0.01783887855708599
VGG11,_GradCAMPlusPlus,features.10,precision,SimpleUpsampling,0.08192648738622665
VGG11,_GradCAMPlusPlus,features.10,recall,SimpleUpsampling,0.07623961567878723
VGG11,_GradCAMPlusPlus,features.10,precision,ERFUpsampling,0.0804562196135521
VGG11,_GradCAMPlusPlus,features.10,recall,ERFUpsampling,0.02775474265217781
VGG11,_GradCAMPlusPlus,features.10,precision,SimpleUpsampling,0.024207696318626404
VGG11,_GradCAMPlusPlus,features.10,recall,SimpleUpsampling,0.11563630402088165
VGG11,_GradCAMPlusPlus,features.10,precision,ERFUpsampling,0.02319818176329136
VGG11,_GradCAMPlusPlus,features.10,recall,ERFUpsampling,0.04099888727068901
VGG11,_GradCAMPlusPlus,features.10,precision,SimpleUpsampling,0.05119005963206291
VGG11,_GradCAMPlusPlus,features.10,recall,SimpleUpsampling,0.18833765387535095
VGG11,_GradCAMPlusPlus,features.10,precision,ERFUpsampling,0.03845985606312752
VGG11,_GradCAMPlusPlus,features.10,recall,ERFUpsampling,0.059013668447732925
VGG11,_GradCAMPlusPlus,features.10,precision,SimpleUpsampling,0.17173130810260773
VGG11,_GradCAMPlusPlus,features.10,recall,SimpleUpsampling,0.12929895520210266
VGG11,_GradCAMPlusPlus,features.10,precision,ERFUpsampling,0.16260910034179688
VGG11,_GradCAMPlusPlus,features.10,recall,ERFUpsampling,0.039099302142858505
VGG11,_GradCAMPlusPlus,features.10,precision,SimpleUpsampling,0.040176939219236374
VGG11,_GradCAMPlusPlus,features.10,recall,SimpleUpsampling,0.11617159843444824
VGG11,_GradCAMPlusPlus,features.10,precision,ERFUpsampling,0.042970526963472366
VGG11,_GradCAMPlusPlus,features.10,recall,ERFUpsampling,0.035073474049568176
VGG11,_GradCAMPlusPlus,features.10,precision,SimpleUpsampling,0.05108499526977539
VGG11,_GradCAMPlusPlus,features.10,recall,SimpleUpsampling,0.13008643686771393
VGG11,_GradCAMPlusPlus,features.10,precision,ERFUpsampling,0.04148465767502785
VGG11,_GradCAMPlusPlus,features.10,recall,ERFUpsampling,0.04060833901166916
VGG11,_GradCAMPlusPlus,features.10,precision,SimpleUpsampling,0.044663939625024796
VGG11,_GradCAMPlusPlus,features.10,recall,SimpleUpsampling,0.25154709815979004
VGG11,_GradCAMPlusPlus,features.10,precision,ERFUpsampling,0.03149591013789177
VGG11,_GradCAMPlusPlus,features.10,recall,ERFUpsampling,0.0702895075082779
VGG11,_GradCAMPlusPlus,features.10,precision,SimpleUpsampling,0.04939230531454086
VGG11,_GradCAMPlusPlus,features.10,recall,SimpleUpsampling,0.17166335880756378
VGG11,_GradCAMPlusPlus,features.10,precision,ERFUpsampling,0.037547219544649124
VGG11,_GradCAMPlusPlus,features.10,recall,ERFUpsampling,0.05109744146466255
VGG11,_GradCAMPlusPlus,features.10,precision,SimpleUpsampling,0.05467376485466957
VGG11,_GradCAMPlusPlus,features.10,recall,SimpleUpsampling,0.14709791541099548
VGG11,_GradCAMPlusPlus,features.10,precision,ERFUpsampling,0.03882187232375145
VGG11,_GradCAMPlusPlus,features.10,recall,ERFUpsampling,0.04095285013318062
VGG11,_GradCAMPlusPlus,features.10,precision,SimpleUpsampling,0.02488780952990055
VGG11,_GradCAMPlusPlus,features.10,recall,SimpleUpsampling,0.13744504749774933
VGG11,_GradCAMPlusPlus,features.10,precision,ERFUpsampling,0.023331966251134872
VGG11,_GradCAMPlusPlus,features.10,recall,ERFUpsampling,0.05866361781954765
VGG11,_GradCAMPlusPlus,features.10,precision,SimpleUpsampling,0.031662654131650925
VGG11,_GradCAMPlusPlus,features.10,recall,SimpleUpsampling,0.08720386773347855
VGG11,_GradCAMPlusPlus,features.10,precision,ERFUpsampling,0.03240259736776352
VGG11,_GradCAMPlusPlus,features.10,recall,ERFUpsampling,0.031784869730472565
